Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
7525,-793273.1252,9156.70525500000,-767143.5201,-799565.1099,237.389772915862,-1984.234864,306.783303466341,95.8697823332314,378738180,1101.80836167233,11020335,189143.950000000,11401461,10310856,58238156,5978017,84238460,50153590,101.791460000000,25.9475420000000,177.778930000000,52.3402500000000,14.0815980000000,4.80629440000000,29.2956540000000,5.58129900000000,-146.84195,1.19450630000000,-143.74486,-150.29268,10617.7804646492
7526,-781346.7707,6331.38237000000,-771280.363,-798916.8532,157.859377593106,-1960.192872,305.795574916792,95.5611171614976,378760700,1101.72034406881,11028035,177565.020000000,11444663,10589877,57609376,8428172,106286860,45247920,100.661160000000,24.6295150000000,172.144010000000,52.6862700000000,14.2261490000000,5.05222700000000,31.9946290000000,5.79809570000000,-146.82317,1.22679200000000,-143.97325,-151.14197,10628.3465595245
7527,-787324.3173,10872.9990350000,-761186.3823,-798342.6229,178.117552460018,-1959.17334,262.085027146647,81.9015709833271,378783460,1101.63232646529,11026718,186719.940000000,11456308,10528906,57178456,7639257,93664000,45022530,93.3911360000000,21.9654580000000,140.563170000000,54.5312270000000,13.7198090000000,4.93267970000000,28.2990720000000,5.21533200000000,-146.98633,1.34335260000000,-144.1061,-149.88574,10636.4571163654
7528,-787147.3611,23441.1944850000,-768919.3381,-806990.937,155.432495846839,-1836.62539,277.747088131190,86.7959650409970,378806430,1101.54430886177,11006628,173618.620000000,11611298,10469741,57243764,8277553,98510040,44395400,98.8970200000000,27.6429900000000,252.246630000000,47.8214340000000,15.1404220000000,8.64883000000000,98.9397000000000,6.66601560000000,-146.84306,1.09746810000000,-144.40865,-149.9349,10647.1308858395
7529,-789624.2675,6186.66044500000,-764346.0216,-811184.7529,187.225741939125,-1965.590918,304.814834889639,95.2546359030122,378828400,1101.45629125825,11038902,192898.390000000,11540158,10621035,58416864,11075321,103709540,43274588,100.287340000000,28.7163180000000,206.754270000000,48.0952760000000,14.4060060000000,5.18082760000000,33.9980470000000,6.01196300000000,-146.85715,1.17602410000000,-144.45229,-149.61015,10655.2328836918
7530,-786918.2542,23015.5968550000,-776579.3565,-812236.5481,228.869577632109,-1854.138672,363.532452205827,113.603891314321,378852320,1101.36827365473,10995745,160947.550000000,11435807,10472299,56873670,8497175,109904150,44011270,96.9177500000000,25.3753700000000,173.239800000000,48.6957600000000,13.7394010000000,4.97695600000000,32.7058100000000,5.86157230000000,-146.74844,1.29661490000000,-143.48793,-149.53622,10665.9034223557
7531,-794509.7121,6765.77458000000,-783892.657,-821144.4398,265.528028314691,-1894.42207,471.788158366027,147.433799489383,378877900,1101.28025605121,11002496,178705.480000000,11402970,10537744,57013388,8132503.50000000,95782130,44811870,97.9790900000000,25.4953820000000,185.161510000000,49.6999900000000,13.3539330000000,4.85118700000000,29.2155760000000,5.66113300000000,-146.7825,1.35265710000000,-144.01715,-150.51108,10673.9683427811
7532,-797883.1457,6961.75050000000,-783461.4884,-814021.2435,390.205190989500,-1977.554785,444.594878970228,138.935899678196,378903780,1101.19223844769,11006766,171723.610000000,11517773,10570587,57440680,7159979,84857980,45975316,94.3402300000000,24.1089440000000,197.580490000000,38.4582860000000,13.0465420000000,4.09603300000000,31.0192870000000,5.43408200000000,-146.50969,1.11945860000000,-143.45932,-150.78064,10684.6223907471
7533,-783322.6488,14614.5344700000,-778229.0074,-807384.0633,177.882178764987,-1966.148828,436.248132032410,136.327541260128,378926940,1101.10422084417,10996428,167008.750000000,11408250,10606772,56191064,5880573.50000000,72717576,43992950,105.899376000000,31.8250870000000,250.321260000000,52.6346600000000,15.8252440000000,5.42799470000000,33.3806150000000,5.37988300000000,-147.04399,1.01050410000000,-145.09242,-150.48567,10692.7699036598
7534,-788591.1529,5763.70498000000,-761670.8583,-796754.8524,249.877877806282,-1919.974804,292.514044564496,91.4106389264050,378950800,1101.01620324065,10974082,174645.190000000,11452945,10559716,57438504,8088594,90270180,44146464,100.069960000000,28.9815480000000,205.557510000000,49.1521300000000,14.1805950000000,5.49969050000000,34.3972170000000,4.93237300000000,-146.5376,1.17617630000000,-143.4386,-150.31804,10703.4745464325
7535,-783714.0646,17957.3472750000,-766403.6203,-797054.723,120.703776987161,-1979.14668,252.978721700163,79.0558505313009,378971740,1100.92818563713,10993922,168100.250000000,11514970,10551136,54575320,5433288.50000000,77059810,43614544,94.1839100000000,25.6020720000000,176.891600000000,46.6700500000000,13.2561340000000,4.21195400000000,25.2048340000000,5.54882800000000,-146.33516,1.31101370000000,-142.33945,-149.34756,10711.5772323608
7536,-786062.6836,7995.96530500000,-761062.4662,-807702.7474,103.753448394363,-1991.772461,247.742336606502,77.4194801895320,378993950,1100.84016803361,10974603,167671.600000000,11374853,10562721,56003010,5683357.50000000,75542880,44148870,97.6492900000000,26.1960160000000,192.417270000000,52.4020600000000,14.0586930000000,5.45139170000000,34.4272460000000,5.43457030000000,-146.47159,1.20195930000000,-143.0948,-149.73256,10722.1910104752
7537,-790548.2897,27298.3265700000,-774086.8367,-816726.9344,240.059655755668,-1837.507128,340.792582629685,106.497682071776,379017630,1100.75215043009,10988827,196067.920000000,11456363,10359084,55493780,5795683.50000000,82611340,45947064,101.057280000000,28.0704300000000,203.294500000000,55.6308500000000,13.9251960000000,5.35001200000000,35.0751950000000,5.48803700000000,-146.22342,1.11033490000000,-143.31099,-149.0966,10730.3177239895
7538,-795086.4165,10217.3616700000,-768385.8624,-818570.7672,295.172988280628,-1890.36514,370.661318733431,115.831662104197,379042500,1100.66413282657,10993494,157855.780000000,11375519,10486705,57822196,7918675.50000000,100314370,42188956,103.647260000000,30.8290370000000,208.680240000000,51.0060500000000,13.8622260000000,5.09478400000000,31.3562010000000,5.14526370000000,-145.74654,1.21848540000000,-142.2286,-149.28606,10741.0129122734
7539,-784420.78,19074.8652370000,-772215.7814,-820503.4454,159.757328588887,-1824.623046,404.603137794402,126.438480560751,379064860,1100.57611522304,10975312,186115.940000000,11519470,10474536,57990440,8039277,80967850,47908040,99.9612200000000,29.3829080000000,225.372300000000,47.8987200000000,14.8254600000000,5.61757140000000,37.8046880000000,6.44873050000000,-145.41785,1.19570920000000,-142.78323,-147.79852,10749.1175503731
7540,-793686.9638,24740.4067000000,-769409.8365,-813379.1406,303.700566494990,-1736.68614,379.060662125245,118.456456914139,379090850,1100.48809761952,10974483,159074.940000000,11486576,10558837,57209576,6405914,78541550,44872136,99.6745900000000,26.7774050000000,196.289920000000,50.0890050000000,14.8739090000000,5.68953400000000,37.0693360000000,5.10791000000000,-145.61441,1.15352630000000,-142.54303,-148.44759,10759.8658053875
7541,-789918.9912,4756.13645000000,-780293.4341,-815016.1869,247.280846400957,-1813.905468,406.354544951640,126.985795297387,379115040,1100.40008001600,10950382,187576.730000000,11365343,10484968,56285770,6056406,79432350,45249180,100.435810000000,28.5892300000000,168.549180000000,52.6363070000000,14.2769870000000,6.57593440000000,43.4914550000000,5.84570300000000,-145.60484,1.18419680000000,-142.62015,-148.96342,10767.9496297836
7542,-790597.206,5008.39542000000,-772999.2867,-792649.2539,210.933358888378,-1966.699414,325.237435607155,101.636698627236,379138180,1100.31206241248,10969016,158199.340000000,11320696,10610288,58056536,7705669,90814050,47229304,100.491760000000,25.5681800000000,183.450730000000,49.0541080000000,14.3146540000000,5.41024000000000,40.1416000000000,5.98852540000000,-145.33987,1.13843120000000,-142.5701,-149.0021,10778.6638159752
7543,-778690.802,6517.14482500000,-782058.8798,-803019.9122,151.605986474080,-1930.642968,364.838575749566,114.012054921739,379160300,1100.22404480896,10974504,179342.270000000,11406823,10499745,57774750,5850689.50000000,79845000,48336584,106.576805000000,29.4586410000000,192.875700000000,55.2289120000000,15.3661350000000,4.71812300000000,28.1721200000000,8.11206100000000,-145.37949,1.21423510000000,-143.24026,-148.80196,10786.7515766621
7544,-800283.8275,5417.69324000000,-773036.558,-804664.1926,321.532984167979,-1997.497852,385.273484611002,120.397963940938,379186400,1100.13602720544,10932882,173890.970000000,11479746,10401505,56451904,5887351.50000000,83046630,44766788,99.7451550000000,27.8290650000000,180.322900000000,51.1382000000000,14.1910040000000,4.92796700000000,30.6179200000000,5.97876000000000,-145.18738,1.00256880000000,-141.9836,-147.43764,10797.3171441555
7545,-786400.1392,20501.8762650000,-782195.3614,-815740.2861,249.248813003569,-1872.9666,387.513618957522,121.098005924226,379210340,1100.04800960192,10978430,195050.980000000,11403972,10595554,58102548,6945836.50000000,83019340,47200576,103.408130000000,26.2116990000000,180.685230000000,58.3340070000000,14.7047330000000,5.33871840000000,32.0317400000000,4.46264650000000,-145.454,1.16905320000000,-142.95854,-148.43954,10805.4101359844
7546,-789064.1181,7326.73979500000,-761521.4122,-813209.0886,155.806238373805,-1970.26455,297.021172130920,92.8191162909124,379232220,1099.95999199840,10938178,170065.670000000,11354944,10503329,57115892,7040858.50000000,86532936,46127584,102.143430000000,26.2479630000000,185.095760000000,49.0982000000000,14.8928730000000,5.19345570000000,41.1599120000000,6.66601560000000,-145.00452,1.18523600000000,-142.18022,-148.62608,10816.1869416237
7547,-787497.8327,32783.2447100000,-768697.8469,-830067.5787,151.859646368101,-1835.02568,318.252251013866,99.4538284418332,379254880,1099.87197439488,10955904,166754.920000000,11325270,10566895,55507308,5333555.50000000,74432990,45958804,101.695330000000,26.5447670000000,203.943800000000,55.9049200000000,14.4734250000000,5.21047600000000,31.5053710000000,6.38281250000000,-145.31834,1.19869070000000,-142.5164,-148.4656,10824.3196127415
7548,-798293.8373,31691.5299700000,-767707.3913,-825886.1757,289.057085909094,-1853.4125,316.393199750484,98.8728749220263,379279600,1099.78395679136,10957822,162267.840000000,11337190,10571761,56754292,6372697,84662590,45918148,99.7019600000000,25.9116210000000,178.089720000000,49.0918850000000,14.2614140000000,5.23094460000000,30.4743650000000,5.93212900000000,-145.29361,1.11618440000000,-142.18361,-148.26025,10835.0223336220
7549,-786260.6391,2900.53266000000,-783903.9264,-822355.6512,152.320517254963,-1916.446192,373.857055287743,116.830329777420,379302660,1099.69593918784,10948390,176032.610000000,11295788,10432996,56728730,5520746.50000000,77597550,46408896,101.876490000000,24.4012500000000,164.804780000000,48.8584250000000,14.2333220000000,4.48239200000000,27.0151370000000,7.22241200000000,-145.02457,1.06944850000000,-142.3134,-147.08759,10843.1108274460
7550,-794360.5378,3998.63752000000,-780748.0542,-807022.8152,259.604375500461,-1929.600586,325.015158872471,101.567237147647,379326180,1099.60792158432,10952651,177434.840000000,11489730,10455442,56595020,6438412.50000000,87349390,44826136,100.719280000000,25.8722200000000,187.669160000000,51.7715640000000,13.9925970000000,4.59657050000000,30.3044430000000,5.59033200000000,-144.80525,1.19276440000000,-141.73004,-148.10962,10853.7403168678
7551,-788894.1215,16340.8211550000,-780125.8574,-813444.4683,197.478530130459,-1771.2663,350.333793212379,109.479310378868,379349600,1099.51990398080,10934258,167118.060000000,11388082,10582096,57221396,4755671,72707820,48743040,102.769670000000,31.2144200000000,218.563810000000,55.9524300000000,14.4239780000000,5.91201100000000,38.7500000000000,6.28588870000000,-144.63904,1.11904290000000,-141.7905,-147.39807,10861.8431525230
7552,-789861.5183,12605.5875130000,-765550.8607,-802301.1784,199.792956642290,-1931.841114,263.681800207607,82.4005625648771,379373020,1099.43188637728,10940466,160497.840000000,11385545,10551795,55248950,6025420.50000000,86422990,45513284,96.5746840000000,25.9636760000000,194.526860000000,42.8464660000000,14.0568850000000,5.23758200000000,34.7128900000000,5.73095700000000,-144.769,1.10747640000000,-142.0144,-147.79622,10872.6411502361
7553,-781057.0746,11141.6825200000,-764685.7768,-798961.2108,97.1318886165128,-1952.945118,238.311638553324,74.4723870479136,379393700,1099.34386877375,10931718,159616.970000000,11306378,10507859,56955692,6288851.50000000,76941670,44164650,104.871020000000,32.9666670000000,270.791720000000,60.0623250000000,14.4978390000000,5.74828340000000,49.1938480000000,6.13354500000000,-144.90755,1.30026340000000,-142.39479,-147.67801,10880.7463638783
7554,-787146.5013,13446.2649150000,-757833.0989,-802009.0871,149.909477028678,-1898.6124,213.930822196307,66.8533819363459,379416640,1099.25585117023,10959683,169849.360000000,11434032,10532096,56794996,6006594.50000000,80362550,46117580,97.8927400000000,25.1630880000000,169.943630000000,47.6903460000000,13.7368950000000,5.04998500000000,31.5407710000000,6.19995100000000,-144.46872,1.13677370000000,-141.07199,-147.74268,10891.3842322826
7555,-787056.8014,26502.6973200000,-760630.5285,-810315.2894,154.078925972884,-1857.05596,237.228104663181,74.1337827072440,379438240,1099.16783356671,10974249,183893.080000000,11416892,10606937,55288680,4315647,70143690,46569760,107.255190000000,32.6128350000000,209.997560000000,54.1265700000000,15.1555360000000,5.66971830000000,32.1530760000000,6.99292000000000,-144.18323,1.24846680000000,-141.43665,-146.89989,10899.4693048000
7556,-786818.4278,17944.0005450000,-764558.0914,-817110.0026,140.814293241901,-1877.118066,276.488319649650,86.4025998905156,379460480,1099.07981596319,10959310,185769.900000000,11382295,10417122,56369204,6342581.50000000,79610190,41962148,99.4605900000000,27.2059600000000,203.083660000000,51.4320680000000,14.1467510000000,5.38891000000000,39.1887200000000,7.09423830000000,-144.14825,1.26804900000000,-141.11267,-147.14136,10910.0212054253
7557,-792857.252,16054.2858850000,-777020.4105,-820147.627,223.522380128308,-1935.648144,330.874826288094,103.398383215030,379484350,1098.99179835967,10937618,160458.440000000,11311200,10634888,56442676,5417115.50000000,75939710,47038320,96.6191250000000,28.0879330000000,206.933120000000,50.3351200000000,13.8981080000000,5.72174300000000,45.2187500000000,6.87353500000000,-143.68854,1.24237180000000,-141.36176,-146.76218,10918.1459002495
7558,-794400.2823,12031.6928100000,-775835.8429,-812772.2077,256.053625919968,-1949.06338,342.322443196370,106.975763498866,379508400,1098.90378075615,10991704,182810.480000000,11512137,10393833,55608410,5866871,76437280,44837544,100.261310000000,28.5047800000000,262.976840000000,51.5531400000000,14.1619950000000,5.21036150000000,36.1213380000000,5.29467770000000,-143.73776,1.12103220000000,-140.5807,-146.07028,10928.8110878468
7559,-782516.5676,9893.03533500000,-776135.0995,-808012.7561,162.278574944918,-1890.29746,353.934446840385,110.604514637620,379530880,1098.81576315263,10979078,160346.050000000,11497207,10666059,56002410,6170501.50000000,93645050,45920700,98.4395300000000,24.4493350000000,189.951450000000,45.3389050000000,13.7222930000000,4.64589740000000,28.5532230000000,6.82470700000000,-143.91913,1.09260300000000,-140.3772,-147.39664,10936.9377031326
7560,-790533.7347,9369.92038500000,-777114.7988,-802594.9397,245.294886960837,-1882.92226,351.444811813732,109.826503691791,379554750,1098.72774554911,10981864,175312.520000000,11466957,10470232,56011870,5353866.50000000,76590730,47290010,98.3979200000000,26.7493760000000,204.003750000000,45.2908400000000,13.9515490000000,4.82843900000000,33.2043460000000,5.21826170000000,-144.20248,1.13412100000000,-141.19308,-146.96738,10947.6710739136
7561,-793034.8819,3517.96038500000,-783131.3745,-814140.6118,251.385560244993,-1973.569628,358.621554935057,112.069235917205,379578800,1098.63972794559,10990672,160724.030000000,11422725,10578347,54527400,5157030.50000000,70085180,45842210,99.9968500000000,26.2753810000000,188.886400000000,51.0468980000000,14.3980770000000,4.17183070000000,26.5898440000000,6.13110350000000,-144.1802,1.18258540000000,-141.4757,-147.34848,10955.7595286369
7562,-790898.2944,16061.6918950000,-788945.0045,-826053.0769,175.734968297403,-1905.642676,370.104114455308,115.657535767284,379601820,1098.55171034207,11029000,173871.470000000,11598212,10544631,55631450,5813622,81233624,45154876,101.931790000000,36.7789270000000,366.888460000000,52.9527050000000,14.6819660000000,5.72467400000000,50.7500000000000,7.19824200000000,-143.81583,1.11629000000000,-141.05894,-146.98518,10966.5063979626
7563,-800070.4705,16784.2185840000,-788170.1038,-826190.5041,266.824686061306,-1839.66768,347.486387561622,108.589496113007,379626020,1098.46369273855,11035075,173930.980000000,11486799,10578375,56593190,6410554.50000000,78906424,45322900,107.872900000000,41.7731800000000,330.751430000000,48.6587000000000,15.0597080000000,4.95261140000000,37.5100100000000,7.33886700000000,-144.14128,1.06013600000000,-141.34238,-146.70166,10974.5818932056
7564,-792596.2421,4635.72955500000,-779096.4516,-830912.905,208.977322319333,-1955.568262,342.727673188977,107.102397871555,379649020,1098.37567513503,11042288,170263.860000000,11477713,10641280,55953972,5076192,72287030,45215776,100.718530000000,32.7902800000000,275.607640000000,45.3264200000000,14.8626230000000,5.08231930000000,32.9306640000000,6.79589840000000,-144.1055,1.24099830000000,-140.70134,-147.37692,10985.2586169243
7565,-788513.5826,35913.7235750000,-781325.6838,-824974.649,166.812378848693,-1869.80176,339.955524536847,106.236101417765,379671780,1098.28765753151,11045768,181329.810000000,11468782,10697374,55245172,6038314.50000000,81822110,46125920,100.970900000000,30.1185420000000,177.521010000000,53.1313800000000,14.9794890000000,4.91644570000000,28.6545410000000,6.22778300000000,-144.13338,1.44657340000000,-140.73058,-147.29861,10993.2775988579
7566,-797882.8622,5340.59932500000,-778148.8106,-822919.0928,261.626907338563,-1892.77842,300.997015535865,94.0615673549578,379696160,1098.19963992799,11061814,181556.700000000,11604553,10527444,55503476,5915719,83643416,43918216,100.263220000000,30.5142480000000,247.695450000000,35.9339400000000,14.5516560000000,5.14920700000000,37.1096200000000,5.49292000000000,-144.0498,1.04103960000000,-141.5924,-146.16084,11004.0288391113
7567,-790124.6623,7011.90942500000,-791680.0162,-816539.0888,135.930117942491,-1909.10596,328.039989547018,102.512496733443,379719300,1098.11162232446,11079765,165988.980000000,11517971,10724219,56314656,6115909,79882660,45393910,98.6671600000000,26.6230370000000,205.490890000000,54.2502800000000,14.7960610000000,4.69091100000000,34.8046880000000,7.64306640000000,-143.99393,1.16741060000000,-140.5929,-147.27946,11012.0811262131
7568,-793142.8683,7292.61200500000,-776180.2542,-802915.9867,217.517955119605,-1858.090332,235.309285887376,73.5341518398049,379741980,1098.02360472094,11056850,163659.670000000,11497111,10672278,54545624,5556716,74833520,45228264,95.0187800000000,29.5658280000000,243.337020000000,45.8190000000000,14.8634280000000,5.04064000000000,34.8579100000000,6.60327150000000,-143.68759,1.10503460000000,-141.1319,-146.43552,11022.7890434265
7569,-782809.3266,10903.0844200000,-775068.509,-803188.2316,87.7568379767334,-1991.479688,267.382587887840,83.5570587149501,379762720,1097.93558711742,11053150,158916.420000000,11407832,10634987,54762264,6173950.50000000,87761340,44950612,95.0706600000000,22.8873390000000,151.084210000000,50.1769030000000,14.7093410000000,4.99817560000000,34.4067400000000,5.63916000000000,-143.89645,1.10118970000000,-141.69737,-147.1105,11030.9203832150
7570,-789772.5406,8814.17505000000,-761744.872,-785538.9161,196.067559193362,-1922.20508,181.960418365137,56.8626307391052,379785120,1097.84756951390,11066708,162660.470000000,11460382,10441932,54581310,5691154.50000000,80880820,42940390,92.3686200000000,22.6769330000000,156.401950000000,42.5383260000000,14.2546540000000,4.32416630000000,30.9130860000000,6.52636700000000,-143.90466,1.21389230000000,-140.76077,-147.1669,11041.6290948391
7571,-777377.3356,4295.63506000000,-763056.0539,-794992.9541,57.3513872645355,-1996.577441,240.279794211112,75.0874356909725,379806560,1097.75955191038,11100947,174643.520000000,11467646,10582217,54727870,5330090.50000000,68762400,46696140,96.2119140000000,22.3722900000000,162.540560000000,52.5617830000000,15.8689550000000,4.51188500000000,33.0239260000000,7.62573240000000,-144.21513,1.09767600000000,-141.99496,-146.7778,11049.6954092979
7572,-788526.0154,21213.5765050000,-770023.9733,-802207.8535,197.105667687937,-1783.83974,314.411797192037,98.2536866225115,379830980,1097.67153430686,11060656,179202.170000000,11520668,10569504,54546508,5747492.50000000,79302540,40783350,99.3546500000000,32.1710930000000,230.368300000000,35.1530500000000,15.1178000000000,4.46876960000000,27.1604000000000,6.67260740000000,-144.3754,1.08908030000000,-140.84116,-147.49283,11060.3884530067
7573,-797564.1875,8017.88705500000,-779627.5608,-826043.8488,335.065064782597,-1973.35625,393.598118612286,122.999412066340,379854940,1097.58351670334,11121626,188692.780000000,11433946,10706369,55387380,5554238,73686580,45354216,94.0290700000000,29.1440410000000,179.183060000000,38.0418100000000,15.2699680000000,4.99082000000000,29.4411620000000,5.47851560000000,-144.27927,1.14752470000000,-141.91727,-147.10603,11068.4950916767
7574,-793655.4436,21046.1834590000,-780933.2432,-825476.3443,205.825739927503,-1910.486816,347.713410233156,108.660440697861,379878050,1097.49549909982,11075048,173752.690000000,11584352,10581669,54114348,4825733,75319950,45677420,93.8112200000000,27.2624910000000,201.823820000000,41.7893830000000,15.4173450000000,5.36272570000000,30.3964840000000,5.99975600000000,-143.93425,1.17938960000000,-140.90427,-146.90665,11079.1765713692
7575,-788795.0969,18492.6502600000,-768427.233,-811187.083,111.071839477068,-1888.6416,276.163457664585,86.3010805201829,379900060,1097.40748149630,11038794,178741.050000000,11405684,10484032,53326776,5239868.50000000,71655624,44593944,94.0045240000000,28.1017990000000,223.667040000000,51.4392600000000,14.2808020000000,5.18480100000000,29.4033200000000,6.82690430000000,-143.84732,1.24422130000000,-141.0659,-146.67757,11087.2502312660
7576,-783495.9058,7641.53987500000,-763135.1963,-798176.3075,200.908903716527,-1990.686035,241.375479785717,75.4298374330367,379923550,1097.31946389278,11095134,172240.200000000,11534146,10597319,53798550,3635214.50000000,63915950,45951830,95.2588500000000,25.3116760000000,175.973540000000,46.1923560000000,15.4041640000000,4.43537000000000,29.4987800000000,6.76025400000000,-143.54207,1.10373250000000,-140.57301,-146.67372,11097.9794631004
7577,-784692.0344,11635.2043150000,-769908.2113,-797228.9145,140.598281404626,-1836.45596,291.009530429781,90.9404782593065,379945120,1097.23144628926,11068571,172352.420000000,11512251,10654801,53576224,4009498.20000000,68429240,44572720,95.3273800000000,28.7424980000000,213.858340000000,53.8473600000000,15.6074430000000,5.09862380000000,30.1633300000000,7.91503900000000,-143.30305,1.05954130000000,-140.4324,-146.9963,11106.0598659515
7578,-791805.9121,7194.06885000000,-779745.8854,-813502.4248,204.135684434687,-1932.860644,356.545703017972,111.420532193116,379969000,1097.14342868574,11067439,179760.620000000,11661420,10654469,54211276,5320985,74639440,45320950,94.6683600000000,27.8746470000000,246.894710000000,39.6149180000000,15.5974150000000,4.98887000000000,33.5798340000000,6.69042970000000,-143.34213,1.18449350000000,-140.27255,-146.56245,11116.7660512924
7579,-796514.407,14321.1468550000,-784785.8823,-818847.9969,323.789227319386,-1995.783398,371.119223409762,115.974757315551,379993920,1097.05541108222,11099869,159994.080000000,11554101,10658012,54545760,5575278.50000000,71130824,43387970,92.5305200000000,25.4554500000000,210.085160000000,57.2675170000000,15.0589480000000,4.43963100000000,26.3500980000000,6.69628900000000,-142.99821,1.01462880000000,-140.44376,-145.14256,11124.8937098980
7580,-790094.3851,10964.8366650000,-778684.668,-811925.7176,167.923632139231,-1907.44072,349.234561223423,109.135800382320,380016420,1096.96739347870,11084178,156199.720000000,11624007,10550191,53606280,5065115.50000000,81000856,43445000,97.1207400000000,30.4903980000000,225.578900000000,48.8533250000000,16.2152160000000,5.31317900000000,40.3676760000000,7.36157230000000,-143.17824,1.09855600000000,-140.18883,-145.9993,11135.5621504784
7581,-784805.4782,7060.93452000000,-774304.0108,-804109.7198,163.101942835302,-1966.269238,260.029202040008,81.2591256375024,380039400,1096.87937587518,11126418,150669.660000000,11608705,10752404,53716070,4387492,67336080,43310092,95.2098540000000,25.0356030000000,150.496490000000,49.6217270000000,16.5677760000000,6.68052630000000,43.2536620000000,7.35522460000000,-143.52315,1.02770750000000,-140.47086,-145.44037,11143.6428775787
7582,-790991.4563,10981.0551240000,-774701.3881,-804060.6016,156.529178850481,-1966.45996,312.392948670309,97.6227964594715,380061630,1096.79135827165,11092587,162783.620000000,11533659,10636859,53295480,4857382,69291020,41840548,90.8876600000000,27.7886240000000,218.419600000000,39.6548800000000,15.2743025000000,5.61049500000000,44.4062500000000,5.82495100000000,-143.51044,1.09483210000000,-140.9177,-146.32745,11154.3192167282
7583,-790273.492,10480.7965250000,-778945.6533,-825061.9548,266.105657071045,-1959.958594,393.032100451441,122.822531391075,380088030,1096.70334066813,11102442,163892.480000000,11571430,10556313,53758630,4926312.50000000,70047040,43040970,91.9491040000000,24.8703350000000,153.361110000000,48.1772770000000,14.5363560000000,4.85801700000000,29.5307620000000,6.52075200000000,-143.52483,1.11222420000000,-141.09993,-145.57852,11162.4526884556
7584,-797529.9365,28184.7662350000,-783277.7327,-834195.8626,314.300352424926,-1719.0838,489.082404401875,152.838251375586,380112500,1096.61532306461,11115194,190968.400000000,11700918,10624642,54527500,5614814.50000000,74671230,42727040,94.2057700000000,23.4648670000000,207.857450000000,45.4337400000000,16.5735700000000,6.04972800000000,40.3249500000000,5.40747070000000,-143.54741,1.07123120000000,-140.27374,-146.23978,11173.1097254753
7585,-797373.5052,16274.9860450000,-790831.4836,-850374.2477,336.623498757544,-1991.83877,502.678783334013,157.087119791879,380137500,1096.52730546109,11150006,173093,11663549,10794837,53396384,5491477,70409050,43606264,96.2602800000000,38.7435950000000,308.098330000000,46.9155960000000,16.5090830000000,6.49296400000000,46.3620600000000,6.87036130000000,-143.17937,1.16319700000000,-140.49367,-145.72781,11181.2034580708
7586,-802724.0581,20221.2006800000,-788604.3472,-834857.9974,291.598867568804,-1949.310644,431.169249458399,134.740390455750,380162720,1096.43928785757,11104590,171303.380000000,11634508,10608005,54804108,6164704,77882620,43367044,92.8935700000000,23.1877250000000,206.669620000000,46.3782000000000,16.6383300000000,5.78478150000000,40.6801760000000,7.91577150000000,-143.23508,1.31323500000000,-140.15965,-146.18188,11191.9690954685
7587,-789217.827,11023.3474000000,-775637.99,-821205.2115,180.219976408149,-1951.083496,322.701175662433,100.844117394510,380185760,1096.35127025405,11132083,166512.500000000,11470286,10740176,53433800,5507546,79186130,45478684,90.3969700000000,22.4055350000000,151.345260000000,50.9321560000000,16.5562550000000,6.33857440000000,44.4521500000000,6.76293950000000,-142.83826,1.15104020000000,-140.1018,-145.64246,11200.1882739067
7588,-783899.1288,17726.2662150000,-763506.7429,-793753.4757,133.245860390109,-1831.96592,219.021699995325,68.4442812485390,380206750,1096.26325265053,11080479,188510.880000000,11624368,10611197,54559656,5916631,73988590,44292950,92.5611400000000,25.4094370000000,187.048460000000,44.9222150000000,15.6413630000000,5.48227830000000,35.6889650000000,5.93579100000000,-143.17113,1.01125570000000,-140.90773,-145.39102,11210.8010590076
7589,-782919.2675,2668.94602500000,-765077.7539,-806452.5608,97.1998506929755,-1911.86211,255.580329544593,79.8688529826852,380228580,1096.17523504701,11123774,187345.420000000,11604546,10615232,53875960,5131756.50000000,70360550,45087380,93.9475200000000,29.6298370000000,187.068150000000,44.6934200000000,15.8972630000000,5.76434600000000,32.8764650000000,5.98217770000000,-143.39604,1.21228540000000,-141.2976,-146.87137,11218.9302551746
7590,-796305.2099,25239.0133850000,-778019.362,-808571.4544,248.767406813027,-1833.97539,281.586238124215,87.9956994138171,380252770,1096.08721744349,11118590,165202.560000000,11653739,10743961,55150804,5562059,77039080,44066650,94.8200400000000,22.3273300000000,170.532560000000,52.4148800000000,17.4396020000000,5.96365070000000,37.1872560000000,7.46240230000000,-143.31734,0.993863300000000,-141.05498,-145.83322,11229.6332876682
